"","id","fem","edp","inv","inv_z","psu","psu_z","break_001","edc","ed0","ed1","ed2","ed3","ed4","break_002","edt"
"231",231,1,17,3.649538332,1.478862643,536.9585211,0.918903589,NA,0.985241056684637,0,0,0,1,0,NA,1
"232",232,1,15,2.477666297,-0.634307683,458.6957393,-0.282984614,NA,0.141595472718715,0,0,1,0,0,NA,0
"233",233,1,15,2.32621067,-0.907419086,450.0886901,-0.415163964,NA,0.141595472718715,0,0,1,0,0,NA,0
"234",234,1,15,3.212326516,0.690463424,425.4456207,-0.793609738,NA,0.141595472718715,0,0,1,0,0,NA,0
"235",235,1,15,2.44172053,-0.699126899,456.6529707,-0.314355403,NA,0.141595472718715,0,0,1,0,0,NA,0
"236",236,1,12,1.983756102,-1.524948239,268.960718,-3.196762323,NA,-1.12387290323017,0,1,0,0,0,NA,0
"237",237,0,15,3.032145539,0.36555317,410.5394739,-1.022524953,NA,0.141595472718715,0,0,1,0,0,NA,0
"238",238,0,12,2.404040752,-0.767072499,513.17835,0.553709686,NA,-1.12387290323017,0,1,0,0,0,NA,0
"239",239,1,15,3.146495247,0.5717538,496.7045151,0.300719768,NA,0.141595472718715,0,0,1,0,0,NA,0
"240",240,0,12,2.401452003,-0.771740675,438.0312328,-0.600331545,NA,-1.12387290323017,0,1,0,0,0,NA,0
"241",241,1,19,3.88474777,1.90300262,561.991872,1.303343534,NA,1.82888664065056,0,0,0,0,1,NA,1
"242",242,1,12,3.03652308,0.373447061,478.7882504,0.025577694,NA,-1.12387290323017,0,1,0,0,0,NA,0
"243",243,1,10,2.844002233,0.026285071,456.1808458,-0.32160607,NA,-1.96751848719609,1,0,0,0,0,NA,0
"244",244,0,17,3.718346487,1.602940798,536.202157,0.907288313,NA,0.985241056684637,0,0,0,1,0,NA,1
"245",245,0,17,2.561856723,-0.48249197,545.4801774,1.049771667,NA,0.985241056684637,0,0,0,1,0,NA,1
"246",246,0,19,2.987712152,0.285429001,506.3477117,0.448811084,NA,1.82888664065056,0,0,0,0,1,NA,1
"247",247,1,15,2.701458676,-0.230755672,471.4135939,-0.087675221,NA,0.141595472718715,0,0,1,0,0,NA,0
"248",248,1,12,1.861767291,-1.744923711,412.0282381,-0.999661803,NA,-1.12387290323017,0,1,0,0,0,NA,0
"249",249,0,15,2.616377814,-0.384177178,461.9118806,-0.233593822,NA,0.141595472718715,0,0,1,0,0,NA,0
"250",250,0,17,3.617786628,1.421606779,455.4874513,-0.332254499,NA,0.985241056684637,0,0,0,1,0,NA,1
"251",251,1,15,3.349311964,0.937481701,508.2303529,0.477722794,NA,0.141595472718715,0,0,1,0,0,NA,0
"252",252,1,15,3.297348084,0.843777895,505.277292,0.432372332,NA,0.141595472718715,0,0,1,0,0,NA,0
"253",253,0,12,3.087964829,0.466208905,552.0449509,1.150587201,NA,-1.12387290323017,0,1,0,0,0,NA,0
"254",254,1,15,2.262351138,-1.022573709,446.4596099,-0.470896214,NA,0.141595472718715,0,0,1,0,0,NA,0
"255",255,0,17,2.659959905,-0.305588275,476.0552561,-0.016392792,NA,0.985241056684637,0,0,0,1,0,NA,1
"256",256,1,17,2.941920056,0.202854693,571.7453995,1.45312953,NA,0.985241056684637,0,0,0,1,0,NA,1
"257",257,1,15,2.518586695,-0.560518503,461.021185,-0.24727264,NA,0.141595472718715,0,0,1,0,0,NA,0
"258",258,1,15,2.34774919,-0.868579984,526.3126945,0.755414903,NA,0.141595472718715,0,0,1,0,0,NA,0
"259",259,0,17,3.16334154,0.602131546,504.6618593,0.42292133,NA,0.985241056684637,0,0,0,1,0,NA,1
"260",260,0,12,2.668115889,-0.290880919,453.1854244,-0.367607027,NA,-1.12387290323017,0,1,0,0,0,NA,0
"261",261,1,10,2.583229601,-0.443951607,441.361433,-0.549189329,NA,-1.96751848719609,1,0,0,0,0,NA,0
"262",262,0,12,3.099513425,0.487034142,477.7012596,0.008884919,NA,-1.12387290323017,0,1,0,0,0,NA,0
"263",263,1,12,2.460248342,-0.665716887,446.0392109,-0.477352023,NA,-1.12387290323017,0,1,0,0,0,NA,0
"264",264,0,15,2.541194661,-0.519750714,532.6393089,0.852573037,NA,0.141595472718715,0,0,1,0,0,NA,0
"265",265,0,17,3.017532287,0.339202106,571.3756957,1.447451234,NA,0.985241056684637,0,0,0,1,0,NA,1
"266",266,1,12,1.916854468,-1.64558804,415.1587824,-0.951585591,NA,-1.12387290323017,0,1,0,0,0,NA,0
"267",267,0,17,3.576407889,1.346990824,453.1359449,-0.368366718,NA,0.985241056684637,0,0,0,1,0,NA,1
"268",268,1,17,2.80202699,-0.049406543,488.7954398,0.179259196,NA,0.985241056684637,0,0,0,1,0,NA,1
"269",269,0,15,2.563065806,-0.480311811,458.8822159,-0.280121118,NA,0.141595472718715,0,0,1,0,0,NA,0
"270",270,0,17,2.53688037,-0.52753067,469.0607875,-0.123807594,NA,0.985241056684637,0,0,0,1,0,NA,1
"271",271,0,17,3.185854987,0.642728686,505.9412681,0.442568988,NA,0.985241056684637,0,0,0,1,0,NA,1
"272",272,1,15,3.274258875,0.802142501,578.9651625,1.564003587,NA,0.141595472718715,0,0,1,0,0,NA,0
"273",273,1,15,2.666453034,-0.293879241,469.4242702,-0.118225843,NA,0.141595472718715,0,0,1,0,0,NA,0
"274",274,1,10,2.846856119,0.031431295,456.3430274,-0.319115579,NA,-1.96751848719609,1,0,0,0,0,NA,0
"275",275,0,12,2.490000695,-0.612065852,443.0633509,-0.523052573,NA,-1.12387290323017,0,1,0,0,0,NA,0
"276",276,0,15,2.910464187,0.14613232,478.6244765,0.023062859,NA,0.141595472718715,0,0,1,0,0,NA,0
"277",277,0,12,1.998460251,-1.498432994,415.1296753,-0.952032685,NA,-1.12387290323017,0,1,0,0,0,NA,0
"278",278,1,10,1.661649313,-2.105785131,388.9890997,-1.35347569,NA,-1.96751848719609,1,0,0,0,0,NA,0
"279",279,1,12,2.128960481,-1.263109565,427.2125057,-0.766475677,NA,-1.12387290323017,0,1,0,0,0,NA,0
"280",280,0,15,2.330849343,-0.899054468,520.6856318,0.668999374,NA,0.141595472718715,0,0,1,0,0,NA,0
"281",281,0,15,2.842914651,0.024323745,474.7856989,-0.035889566,NA,0.141595472718715,0,0,1,0,0,NA,0
"282",282,1,15,3.555022473,1.308427691,519.9206355,0.657251894,NA,0.141595472718715,0,0,1,0,0,NA,0
"283",283,0,17,2.94771157,0.213298053,567.4078503,1.386516929,NA,0.985241056684637,0,0,0,1,0,NA,1
"284",284,0,12,2.447106061,-0.689415276,440.6257008,-0.560487807,NA,-1.12387290323017,0,1,0,0,0,NA,0
"285",285,0,15,2.549401296,-0.504952192,458.1056805,-0.292046189,NA,0.141595472718715,0,0,1,0,0,NA,0
"286",286,1,17,3.311732999,0.869717538,517.7614436,0.624092281,NA,0.985241056684637,0,0,0,1,0,NA,1
"287",287,1,12,2.112217925,-1.293300271,426.2610556,-0.781087101,NA,-1.12387290323017,0,1,0,0,0,NA,0
"288",288,1,15,2.589397913,-0.432828546,465.0453089,-0.185473576,NA,0.141595472718715,0,0,1,0,0,NA,0
"289",289,1,12,3.211585797,0.689127684,488.7368576,0.178359374,NA,-1.12387290323017,0,1,0,0,0,NA,0
"290",290,0,19,3.321671739,0.887639463,525.3262485,0.740265906,NA,1.82888664065056,0,0,0,0,1,NA,1
"291",291,0,17,3.661979507,1.501297116,457.9988723,-0.293686509,NA,0.985241056684637,0,0,0,1,0,NA,1
"292",292,0,15,2.128600258,-1.263758779,434.1920525,-0.659290075,NA,0.141595472718715,0,0,1,0,0,NA,0
"293",293,1,15,2.195969192,-1.142276525,592.6872007,1.774734259,NA,0.141595472718715,0,0,1,0,0,NA,0
"294",294,0,10,2.2389075,-1.064847946,417.1273527,-0.921354115,NA,-1.96751848719609,1,0,0,0,0,NA,0
"295",295,0,17,2.458174344,-0.66945678,464.5880162,-0.192496464,NA,0.985241056684637,0,0,0,1,0,NA,1
"296",296,0,15,2.847331175,0.032288138,475.036701,-0.032034829,NA,0.141595472718715,0,0,1,0,0,NA,0
"297",297,0,15,2.818511216,-0.019681407,473.3988891,-0.057186939,NA,0.141595472718715,0,0,1,0,0,NA,0
"298",298,0,15,2.369937882,-0.828568399,447.906984,-0.44866854,NA,0.141595472718715,0,0,1,0,0,NA,0
"299",299,1,15,2.495072313,-0.602920473,459.6848993,-0.267793924,NA,0.141595472718715,0,0,1,0,0,NA,0
"300",300,1,12,2.950897861,0.219044015,473.922272,-0.049149398,NA,-1.12387290323017,0,1,0,0,0,NA,0
"301",301,1,15,3.113834999,0.512859404,494.8484702,0.27221629,NA,0.141595472718715,0,0,1,0,0,NA,0
"302",302,1,12,2.97901078,0.269738406,550.5198943,1.127167225,NA,-1.12387290323017,0,1,0,0,0,NA,0
"303",303,0,10,1.827088775,-1.807457447,393.7241685,-1.280758739,NA,-1.96751848719609,1,0,0,0,0,NA,0
"304",304,0,17,2.51860919,-0.560477674,468.0224766,-0.13975285,NA,0.985241056684637,0,0,0,1,0,NA,1
"305",305,0,12,3.144883414,0.56884706,480.2795726,0.048480231,NA,-1.12387290323017,0,1,0,0,0,NA,0
"306",306,1,17,2.539611309,-0.522605836,548.8826645,1.102024555,NA,0.985241056684637,0,0,0,1,0,NA,1
"307",307,1,19,2.865656713,0.065333165,504.0781012,0.413956285,NA,1.82888664065056,0,0,0,0,1,NA,1
"308",308,1,15,2.937052047,0.194076449,484.8020875,0.117933005,NA,0.141595472718715,0,0,1,0,0,NA,0
"309",309,0,17,3.897937153,1.926786184,621.4080708,2.215803385,NA,0.985241056684637,0,0,0,1,0,NA,1
"310",310,0,17,3.738358693,1.639027596,612.3394233,2.076535225,NA,0.985241056684637,0,0,0,1,0,NA,1
"311",311,1,15,3.479465726,1.172180414,515.6268298,0.591311276,NA,0.141595472718715,0,0,1,0,0,NA,0
"312",312,0,17,3.116139297,0.517014623,501.9794212,0.381726921,NA,0.985241056684637,0,0,0,1,0,NA,1
"313",313,1,15,3.042447147,0.384129435,490.7915668,0.209913865,NA,0.141595472718715,0,0,1,0,0,NA,0
"314",314,0,15,3.154127805,0.585517049,492.4715923,0.235714123,NA,0.141595472718715,0,0,1,0,0,NA,0
"315",315,1,17,3.361588441,0.959619105,520.5946739,0.667602777,NA,0.985241056684637,0,0,0,1,0,NA,1
"316",316,1,12,1.992808813,-1.508623958,494.475175,0.266483605,NA,-1.12387290323017,0,1,0,0,0,NA,0
"317",317,0,17,2.729849908,-0.179559559,405.0270251,-1.107179761,NA,0.985241056684637,0,0,0,1,0,NA,1
"318",318,0,17,2.601245369,-0.411464632,472.7185895,-0.067634337,NA,0.985241056684637,0,0,0,1,0,NA,1
"319",319,1,12,2.497764339,-0.598066151,373.1712145,-1.596392632,NA,-1.12387290323017,0,1,0,0,0,NA,0
"320",320,0,12,2.117032623,-1.284618378,496.8679937,0.303229928,NA,-1.12387290323017,0,1,0,0,0,NA,0
"321",321,0,19,3.768325278,1.69306469,475.7090585,-0.021709753,NA,1.82888664065056,0,0,0,0,1,NA,1
"322",322,1,12,3.147098584,0.572841525,485.0721234,0.122079723,NA,-1.12387290323017,0,1,0,0,0,NA,0
"323",323,1,12,2.057180776,-1.392545462,498.1333677,0.322662503,NA,-1.12387290323017,0,1,0,0,0,NA,0
"324",324,0,15,2.192857609,-1.147887468,437.8437063,-0.603210986,NA,0.141595472718715,0,0,1,0,0,NA,0
"325",325,1,19,3.891890885,1.91588366,487.3978202,0.157795921,NA,1.82888664065056,0,0,0,0,1,NA,1
"326",326,0,12,2.331586178,-0.897725999,509.0608274,0.490476489,NA,-1.12387290323017,0,1,0,0,0,NA,0
"327",327,0,12,1.877312753,-1.716891408,408.2450045,-1.057761312,NA,-1.12387290323017,0,1,0,0,0,NA,0
"328",328,0,10,1.609914869,-2.199074984,306.3824219,-2.622074127,NA,-1.96751848719609,1,0,0,0,0,NA,0
"329",329,0,12,1.847019575,-1.771517515,406.5234717,-1.084198952,NA,-1.12387290323017,0,1,0,0,0,NA,0
"330",330,1,15,2.778531483,-0.091774538,475.793557,-0.02041203,NA,0.141595472718715,0,0,1,0,0,NA,0
"331",331,1,17,2.717897863,-0.201111794,484.0144815,0.1058378,NA,0.985241056684637,0,0,0,1,0,NA,1
"332",332,0,12,2.82625351,-0.005720396,537.1721965,0.922185183,NA,-1.12387290323017,0,1,0,0,0,NA,0
"333",333,0,10,2.495840432,-0.601535261,506.7285559,0.454659522,NA,-1.96751848719609,1,0,0,0,0,NA,0
"334",334,1,17,3.101870555,0.4912844,505.8352015,0.44094041,NA,0.985241056684637,0,0,0,1,0,NA,1
"335",335,0,10,2.184642911,-1.162700176,414.0435608,-0.96871233,NA,-1.96751848719609,1,0,0,0,0,NA,0
"336",336,0,12,3.178548049,0.629552722,482.1927011,0.077860132,NA,-1.12387290323017,0,1,0,0,0,NA,0
"337",337,0,15,2.63936291,-0.342729658,463.2180868,-0.213534653,NA,0.141595472718715,0,0,1,0,0,NA,0
"338",338,0,15,2.42652723,-0.726523995,301.1228926,-2.702845097,NA,0.141595472718715,0,0,1,0,0,NA,0
"339",339,0,15,3.398926919,1.026949525,581.3832456,1.601138353,NA,0.141595472718715,0,0,1,0,0,NA,0
"340",340,0,15,3.305081798,0.857723892,501.0501347,0.367455721,NA,0.141595472718715,0,0,1,0,0,NA,0
"341",341,1,15,2.356033555,-0.853641272,451.7834846,-0.389136851,NA,0.141595472718715,0,0,1,0,0,NA,0
"342",342,1,12,2.024831915,-1.450878382,421.2950171,-0.857350945,NA,-1.12387290323017,0,1,0,0,0,NA,0
"343",343,0,12,2.982055148,0.275228143,471.0262355,-0.093623944,NA,-1.12387290323017,0,1,0,0,0,NA,0
"344",344,0,12,3.13997549,0.559997022,480.0006681,0.044197135,NA,-1.12387290323017,0,1,0,0,0,NA,0
"345",345,1,15,3.190453143,0.651020229,499.2025733,0.339082509,NA,0.141595472718715,0,0,1,0,0,NA,0
"346",346,1,15,3.472301137,1.159261107,515.2196841,0.585058391,NA,0.141595472718715,0,0,1,0,0,NA,0
"347",347,0,12,2.259166844,-1.028315425,354.945334,-1.876288891,NA,-1.12387290323017,0,1,0,0,0,NA,0
"348",348,0,15,2.947060731,0.21212478,480.7042146,0.05500165,NA,0.141595472718715,0,0,1,0,0,NA,0
"349",349,1,15,3.361795758,0.959992707,508.9397768,0.488617778,NA,0.141595472718715,0,0,1,0,0,NA,0
"350",350,0,19,3.593966164,1.378652811,615.8004351,2.129686117,NA,1.82888664065056,0,0,0,0,1,NA,1
"351",351,0,12,3.037543667,0.375287563,474.1795892,-0.045197647,NA,-1.12387290323017,0,1,0,0,0,NA,0
"352",352,1,15,2.622405957,-0.3733069,466.9211231,-0.156666845,NA,0.141595472718715,0,0,1,0,0,NA,0
"353",353,1,17,2.747014465,-0.148607418,560.6691469,1.283029914,NA,0.985241056684637,0,0,0,1,0,NA,1
"354",354,1,12,2.576714969,-0.455698937,452.6578875,-0.375708312,NA,-1.12387290323017,0,1,0,0,0,NA,0
"355",355,0,12,2.020425031,-1.458825111,416.3779101,-0.932863533,NA,-1.12387290323017,0,1,0,0,0,NA,0
"356",356,1,15,3.233735244,0.729068696,576.66226,1.528637409,NA,0.141595472718715,0,0,1,0,0,NA,0
"357",357,1,10,1.821891741,-1.816828966,398.0954937,-1.213628173,NA,-1.96751848719609,1,0,0,0,0,NA,0
"358",358,1,12,2.898636186,0.124803215,545.9522879,1.057021856,NA,-1.12387290323017,0,1,0,0,0,NA,0
"359",359,0,15,2.938023922,0.19582884,480.1906446,0.047114551,NA,0.141595472718715,0,0,1,0,0,NA,0
"360",360,0,15,3.546590304,1.293222427,589.7747779,1.730008006,NA,0.141595472718715,0,0,1,0,0,NA,0
"361",361,0,17,3.174035326,0.621415079,430.2695764,-0.719528019,NA,0.985241056684637,0,0,0,1,0,NA,1
"362",362,1,17,3.60630838,1.400908828,459.5018287,-0.270605415,NA,0.985241056684637,0,0,0,1,0,NA,1
"363",363,1,17,2.842955009,0.024396833,566.1213414,1.366760015,NA,0.985241056684637,0,0,0,1,0,NA,1
"364",364,1,12,2.274053646,-1.001471162,435.457987,-0.639849067,NA,-1.12387290323017,0,1,0,0,0,NA,0
"365",365,1,12,2.491862112,-0.608709455,447.8357902,-0.449761927,NA,-1.12387290323017,0,1,0,0,0,NA,0
"366",366,1,15,3.176775757,0.626356602,498.4253049,0.327145725,NA,0.141595472718715,0,0,1,0,0,NA,0
"367",367,0,15,2.102763811,-1.310348153,432.7237986,-0.681838274,NA,0.141595472718715,0,0,1,0,0,NA,0
"368",368,1,10,1.810717413,-1.836979032,247.460468,-3.526943922,NA,-1.96751848719609,1,0,0,0,0,NA,0
"369",369,0,17,3.271275782,0.796763241,360.795636,-1.786445498,NA,0.985241056684637,0,0,0,1,0,NA,1
"370",370,1,12,2.196983123,-1.140447974,431.0781639,-0.707110345,NA,-1.12387290323017,0,1,0,0,0,NA,0
"371",371,1,12,2.456971605,-0.671625376,520.8530111,0.67157048,NA,-1.12387290323017,0,1,0,0,0,NA,0
"372",372,0,15,2.66454255,-0.297324657,389.6490154,-1.343341351,NA,0.141595472718715,0,0,1,0,0,NA,0
"373",373,1,15,2.693828487,-0.244514614,470.9799864,-0.094334431,NA,0.141595472718715,0,0,1,0,0,NA,0
"374",374,0,12,2.44789691,-0.687989235,590.6706413,1.743766069,NA,-1.12387290323017,0,1,0,0,0,NA,0
"375",375,0,15,2.397988595,-0.777986228,449.5010687,-0.424188018,NA,0.141595472718715,0,0,1,0,0,NA,0
"376",376,0,15,2.381669504,-0.807413399,523.5736799,0.713351607,NA,0.141595472718715,0,0,1,0,0,NA,0
"377",377,0,17,3.284503987,0.820616901,511.5473788,0.52866298,NA,0.985241056684637,0,0,0,1,0,NA,1
"378",378,0,15,2.622093744,-0.373870105,462.2367033,-0.228605866,NA,0.141595472718715,0,0,1,0,0,NA,0
"379",379,0,15,3.18066793,0.633375168,493.9798274,0.258876294,NA,0.141595472718715,0,0,1,0,0,NA,0
"380",380,0,17,3.855085684,1.849514604,543.9728741,1.026624441,NA,0.985241056684637,0,0,0,1,0,NA,1
"381",381,1,15,2.776410192,-0.095600024,625.6729924,2.281299829,NA,0.141595472718715,0,0,1,0,0,NA,0
"382",382,1,15,3.042895041,0.384937286,490.8170296,0.210304722,NA,0.141595472718715,0,0,1,0,0,NA,0
"383",383,0,15,2.1192151,-1.280682802,508.6586899,0.484300941,NA,0.141595472718715,0,0,1,0,0,NA,0
"384",384,0,12,1.893663554,-1.687407017,409.1741974,-1.043491483,NA,-1.12387290323017,0,1,0,0,0,NA,0
"385",385,1,12,3.020633015,0.34479329,477.8852307,0.011710009,NA,-1.12387290323017,0,1,0,0,0,NA,0
"386",386,0,12,2.632941867,-0.354308009,376.1865373,-1.550086141,NA,-1.12387290323017,0,1,0,0,0,NA,0
"387",387,1,17,3.570738158,1.33676672,457.4803974,-0.301648587,NA,0.985241056684637,0,0,0,1,0,NA,1
"388",388,1,17,3.782945645,1.719428658,544.5399114,1.035332203,NA,0.985241056684637,0,0,0,1,0,NA,1
"389",389,1,15,3.583959936,1.360608816,671.5651096,2.986069679,NA,0.141595472718715,0,0,1,0,0,NA,0
"390",390,0,15,3.153825974,0.584972739,417.4544378,-0.916331053,NA,0.141595472718715,0,0,1,0,0,NA,0
"391",391,1,12,2.445855366,-0.691670656,445.2212883,-0.489913076,NA,-1.12387290323017,0,1,0,0,0,NA,0
"392",392,1,17,2.512658927,-0.571207762,472.350981,-0.073279828,NA,0.985241056684637,0,0,0,1,0,NA,1
"393",393,0,15,2.923029125,0.168789878,479.3385231,0.034028593,NA,0.141595472718715,0,0,1,0,0,NA,0
"394",394,0,12,1.754424848,-1.938488364,326.2614202,-2.316790581,NA,-1.12387290323017,0,1,0,0,0,NA,0
"395",395,0,15,2.630324763,-0.359027326,462.7044749,-0.221422225,NA,0.141595472718715,0,0,1,0,0,NA,0
"396",396,1,12,2.45392188,-0.677124977,445.6796885,-0.482873321,NA,-1.12387290323017,0,1,0,0,0,NA,0
"397",397,0,12,3.072283249,0.437931329,476.1537915,-0.014879953,NA,-1.12387290323017,0,1,0,0,0,NA,0
"398",398,0,17,3.858049517,1.854859471,469.141323,-0.122570798,NA,0.985241056684637,0,0,0,1,0,NA,1
"399",399,0,12,1.928675358,-1.624272108,411.1638827,-1.012935758,NA,-1.12387290323017,0,1,0,0,0,NA,0
"400",400,1,12,1.897452875,-1.680574059,414.0562012,-0.96851784,NA,-1.12387290323017,0,1,0,0,0,NA,0
"401",401,1,19,3.229522258,0.721471488,524.7561658,0.731511295,NA,1.82888664065056,0,0,0,0,1,NA,1
"402",402,1,12,2.45654253,-0.672399223,445.8286212,-0.480586261,NA,-1.12387290323017,0,1,0,0,0,NA,0
"403",403,0,15,3.054240397,0.405395776,486.7951089,0.148539871,NA,0.141595472718715,0,0,1,0,0,NA,0
"404",404,0,15,2.827469666,-0.00352734,548.9079775,1.102412581,NA,0.141595472718715,0,0,1,0,0,NA,0
"405",405,1,17,3.764647669,1.686433077,543.5000649,1.019363046,NA,0.985241056684637,0,0,0,1,0,NA,1
"406",406,1,17,3.603977825,1.396706223,459.3693837,-0.272639394,NA,0.985241056684637,0,0,0,1,0,NA,1
"407",407,0,15,2.627352739,-0.364386797,387.5355689,-1.375797629,NA,0.141595472718715,0,0,1,0,0,NA,0
"408",408,1,15,2.324956067,-0.90968138,375.0173954,-1.56804049,NA,0.141595472718715,0,0,1,0,0,NA,0
"409",409,1,19,3.046800373,0.391979486,514.3722952,0.572045565,NA,1.82888664065056,0,0,0,0,1,NA,1
"410",410,1,15,2.620998185,-0.375845641,391.8411118,-1.309677005,NA,0.141595472718715,0,0,1,0,0,NA,0
"411",411,1,15,3.414764571,1.055508614,511.949945,0.534845114,NA,0.141595472718715,0,0,1,0,0,NA,0
"412",412,0,17,3.423471307,1.071208715,519.4447255,0.649942696,NA,0.985241056684637,0,0,0,1,0,NA,1
"413",413,1,12,3.016990363,0.338224888,477.6782323,0.00853108,NA,-1.12387290323017,0,1,0,0,0,NA,0
"414",414,1,12,3.010300787,0.326161981,477.2980728,0.002692967,NA,-1.12387290323017,0,1,0,0,0,NA,0
"415",415,1,12,2.953792489,0.224263757,474.0867716,-0.046623316,NA,-1.12387290323017,0,1,0,0,0,NA,0
"416",416,1,10,2.613317652,-0.389695287,443.0713139,-0.522930264,NA,-1.96751848719609,1,0,0,0,0,NA,0
"417",417,0,12,2.953268622,0.223318785,469.3903185,-0.118746996,NA,-1.12387290323017,0,1,0,0,0,NA,0
"418",418,1,17,3.067713372,0.42969051,503.8940798,0.411130279,NA,0.985241056684637,0,0,0,1,0,NA,1
"419",419,0,15,3.252383892,0.762696743,423.0553741,-0.830317199,NA,0.141595472718715,0,0,1,0,0,NA,0
"420",420,1,17,3.502251032,1.213268161,453.5883736,-0.361418813,NA,0.985241056684637,0,0,0,1,0,NA,1
"421",421,0,15,2.413554871,-0.749916315,450.3856886,-0.410602957,NA,0.141595472718715,0,0,1,0,0,NA,0
"422",422,0,15,2.102610566,-1.310624599,432.7150845,-0.681971848,NA,0.141595472718715,0,0,1,0,0,NA,0
"423",423,0,15,3.050428232,0.398521245,486.5784545,0.145212844,NA,0.141595472718715,0,0,1,0,0,NA,0
"424",424,1,15,2.458690442,-0.668525994,532.6173522,0.852236509,NA,0.141595472718715,0,0,1,0,0,NA,0
"425",425,1,17,3.140647391,0.561208546,433.0388476,-0.676999807,NA,0.985241056684637,0,0,0,1,0,NA,1
"426",426,1,17,2.50391693,-0.586971462,396.8541959,-1.23269093,NA,0.985241056684637,0,0,0,1,0,NA,1
"427",427,0,17,2.556200471,-0.492691547,470.1587403,-0.106946103,NA,0.985241056684637,0,0,0,1,0,NA,1
"428",428,0,15,2.161287908,-1.204814911,361.0496575,-1.782544374,NA,0.141595472718715,0,0,1,0,0,NA,0
"429",429,0,15,2.522267845,-0.553880453,456.5637158,-0.315726221,NA,0.141595472718715,0,0,1,0,0,NA,0
"430",430,0,15,2.405015396,-0.765314996,374.9004036,-1.569837332,NA,0.141595472718715,0,0,1,0,0,NA,0
"431",431,1,15,2.367820416,-0.832386553,452.4533251,-0.378849745,NA,0.141595472718715,0,0,1,0,0,NA,0
"432",432,1,15,2.738476262,-0.164003953,473.5172603,-0.055369001,NA,0.141595472718715,0,0,1,0,0,NA,0
"433",433,1,17,2.909347855,0.144118965,494.8943531,0.272920668,NA,0.985241056684637,0,0,0,1,0,NA,1
"434",434,0,15,3.070885333,0.435410678,487.7410228,0.163066491,NA,0.141595472718715,0,0,1,0,0,NA,0
"435",435,1,12,2.483833786,-0.62318635,522.3795563,0.695013821,NA,-1.12387290323017,0,1,0,0,0,NA,0
"436",436,0,12,3.10998987,0.505925536,478.2966145,0.018027563,NA,-1.12387290323017,0,1,0,0,0,NA,0
"437",437,1,15,3.425168844,1.074269772,512.5411938,0.543924928,NA,0.141595472718715,0,0,1,0,0,NA,0
"438",438,1,17,3.481903093,1.176575661,527.4320133,0.772604465,NA,0.985241056684637,0,0,0,1,0,NA,1
"439",439,0,12,2.465031027,-0.657092512,441.6443402,-0.544844389,NA,-1.12387290323017,0,1,0,0,0,NA,0
"440",440,1,10,2.821050454,-0.015102687,379.8765172,-1.493418455,NA,-1.96751848719609,1,0,0,0,0,NA,0
"441",441,0,17,3.191528051,0.652958751,506.2636692,0.447520405,NA,0.985241056684637,0,0,0,1,0,NA,1
"442",442,0,19,2.795888443,-0.060475867,495.4465919,0.281401575,NA,1.82888664065056,0,0,0,0,1,NA,1
"443",443,1,15,2.858543878,0.052507162,555.3405622,1.201198816,NA,0.141595472718715,0,0,1,0,0,NA,0
"444",444,0,12,3.040850286,0.381250232,474.3675021,-0.042312101,NA,-1.12387290323017,0,1,0,0,0,NA,0
"445",445,1,12,2.393875332,-0.785403311,442.2673234,-0.535277128,NA,-1.12387290323017,0,1,0,0,0,NA,0
"446",446,1,12,1.975300583,-1.540195584,343.4802013,-2.052360058,NA,-1.12387290323017,0,1,0,0,0,NA,0
"447",447,0,15,2.483045365,-0.624608159,454.3347465,-0.349956781,NA,0.141595472718715,0,0,1,0,0,NA,0
"448",448,1,17,3.746999234,1.654608607,617.4971226,2.155742645,NA,0.985241056684637,0,0,0,1,0,NA,1
"449",449,1,17,3.476151775,1.166204453,527.1051635,0.767585099,NA,0.985241056684637,0,0,0,1,0,NA,1
"450",450,0,12,2.961271506,0.237750128,469.8451229,-0.111762531,NA,-1.12387290323017,0,1,0,0,0,NA,0
"451",451,0,17,3.817253571,1.781294227,541.8229256,0.993607283,NA,0.985241056684637,0,0,0,1,0,NA,1
"452",452,0,15,2.989524065,0.288696468,333.1173546,-2.211503506,NA,0.141595472718715,0,0,1,0,0,NA,0
"453",453,1,17,3.203287588,0.674164057,511.5986166,0.529449403,NA,0.985241056684637,0,0,0,1,0,NA,1
"454",454,1,17,3.013851802,0.332565308,500.8332053,0.36412403,NA,0.985241056684637,0,0,0,1,0,NA,1
"455",455,0,17,3.06978917,0.43343389,349.3453889,-1.962287664,NA,0.985241056684637,0,0,0,1,0,NA,1
"456",456,1,12,2.784919828,-0.080255076,389.4899186,-1.345784545,NA,-1.12387290323017,0,1,0,0,0,NA,0
"457",457,1,12,1.916224331,-1.646724343,415.1229718,-0.952135324,NA,-1.12387290323017,0,1,0,0,0,NA,0
"458",458,0,10,1.365910067,-2.639075041,442.5159124,-0.531459868,NA,-1.96751848719609,1,0,0,0,0,NA,0
"459",459,1,12,2.533448417,-0.533719063,450.1990996,-0.413468331,NA,-1.12387290323017,0,1,0,0,0,NA,0
"460",460,0,15,3.388586005,1.008302212,430.7955771,-0.71145016,NA,0.141595472718715,0,0,1,0,0,NA,0
"461",461,1,15,2.726583314,-0.185449988,472.8413902,-0.065748438,NA,0.141595472718715,0,0,1,0,0,NA,0
